"","ModelNumber","modelName","variable","effect","post.mean","l.95..CI","u.95..CI","eff.samp","pMCMC"
"195",43,"Jun-Jul MAT change","Biome_typeSavanna","fixed",0.0174454717428526,0.0136537387443241,0.021130723405804,3502.88552218226,0.000300842358604091
"196",43,"Jun-Jul MAT change","Biome_typeTundra","fixed",0.0458302462245883,0.0401036143593956,0.0515151611471083,3324.00000000001,0.000300842358604091
"197",43,"Jun-Jul MAT change","units","residual",0.00273093639287583,0.00251464032299512,0.00296856564988173,3323.99999999999,NA
"198",44,"Jan-Feb MAT change","Biome_typeSavanna","fixed",0.0250633041431044,0.018963245456689,0.0312403465504758,3324.00000000001,0.000300842358604091
"199",44,"Jan-Feb MAT change","Biome_typeTundra","fixed",0.0682095182785191,0.0588800348195946,0.0781647826624976,3324,0.000300842358604091
"200",44,"Jan-Feb MAT change","units","residual",0.0077829305868102,0.00713774759425124,0.00845794772670126,3073.91648824715,NA
"201",45,"MAP change","Biome_typeSavanna","fixed",0.436495008192063,0.357692063276772,0.513118603965268,3324,0.000300842358604091
"202",45,"MAP change","Biome_typeTundra","fixed",0.147589996497603,0.0297884151805192,0.269671675319842,3323.99999999999,0.0216606498194947
"203",45,"MAP change","units","residual",1.22142066383632,1.12270101863378,1.32344803786553,3324,NA
"204",46,"Jan-Feb MAP change","Biome_typeSavanna","fixed",0.650821248168671,0.524252988288936,0.770801337203011,3324.00000000001,0.000300842358604091
"205",46,"Jan-Feb MAP change","Biome_typeTundra","fixed",0.17830009226125,-0.0209214388887631,0.36090822530241,3627.60992624597,0.078820697954272
"206",46,"Jan-Feb MAP change","units","residual",3.06400944259842,2.79836692119172,3.31793115429755,3324.00000000001,NA
"207",47,"Jun-Jul MAP change","Biome_typeSavanna","fixed",0.594593699174906,0.445132922031917,0.740381161027472,3323.99999999999,0.000300842358604091
"208",47,"Jun-Jul MAP change","Biome_typeTundra","fixed",-0.0239325885003667,-0.267016482772306,0.201327818816935,3324,0.839951865222623
"209",47,"Jun-Jul MAP change","units","residual",4.57260383837731,4.19518836680961,4.97737740131012,2985.11449447953,NA
"210",48,"Min MAT change","Biome_typeSavanna","fixed",0.00582522013360699,0.000364010425982997,0.0122843963908963,3138.88168349161,0.0595667870036101
"211",48,"Min MAT change","Biome_typeTundra","fixed",0.0730883624772245,0.0642254072372452,0.0828974534742883,3324,0.000300842358604091
"212",48,"Min MAT change","units","residual",0.0071723751615788,0.00659274536189341,0.00777536211480131,3324.00000000001,NA
"213",49,"Max MAT change","Biome_typeSavanna","fixed",0.017796309920628,0.0146175195113756,0.021149720181711,3324.00000000001,0.000300842358604091
"214",49,"Max MAT change","Biome_typeTundra","fixed",0.0444899406648921,0.0388370042055612,0.0498317548481282,3323.99999999999,0.000300842358604091
"215",49,"Max MAT change","units","residual",0.00232456149393469,0.00214142340285085,0.00252842684996363,3324,NA
"216",50,"Min MAP change","Biome_typeSavanna","fixed",-0.00871376642113166,-0.0300230455759447,0.012161993454356,3324,0.416365824308063
"217",50,"Min MAP change","Biome_typeTundra","fixed",0.144736177472585,0.112134261362371,0.175128131406382,2986.61087205869,0.000300842358604091
"218",50,"Min MAP change","units","residual",0.0865253763084284,0.078924123242663,0.0935870067124137,3324,NA
"219",51,"Max MAP change","Biome_typeSavanna","fixed",2.8325125256559,2.45393407802476,3.20754063580534,3323.99999999999,0.000300842358604091
"220",51,"Max MAP change","Biome_typeTundra","fixed",0.197065389314495,-0.351751160778804,0.789847606756666,3324.00000000001,0.50661853188929
"221",51,"Max MAP change","units","residual",27.3161964032316,24.9652449108577,29.4782854722684,3203.35945538402,NA
"222",52,"Study length and tundra cover","(Intercept)","fixed",0.188197563648129,0.0569997015991248,0.304128030562424,2694.48532896487,0.00160000000000005
"223",52,"Study length and tundra cover","Time_period","fixed",-0.000299383216135599,-0.00469467461880413,0.00433955973130651,2500,0.9128
"224",52,"Study length and tundra cover","units","residual",0.385410183110817,0.325030475370457,0.445929723265432,2617.90536540239,NA
"225",53,"Study length and savanna cover","(Intercept)","fixed",0.300697677676311,0.222312742931535,0.391567758968449,3764.20992102547,4e-04
"226",53,"Study length and savanna cover","Time_period","fixed",0.00122158608231977,-0.00227841144078411,0.00454020749748452,2500,0.5056
"227",53,"Study length and savanna cover","units","residual",0.725069780388358,0.65861623447155,0.797129885777054,2500,NA
"228",54,"Species vs group Tundra","(Intercept)","fixed",0.166167332920498,0.00232750178838614,0.309898420247919,3323.99999999999,0.0282791817087846
"229",54,"Species vs group Tundra","Species_GroupGroup","fixed",0.0171384231016782,-0.147491969924886,0.187200803906308,3324,0.83453670276775
"230",54,"Species vs group Tundra","units","residual",0.38547568917457,0.321005176480048,0.442007155909467,3324,NA
"231",55,"Species vs group Savanna","(Intercept)","fixed",0.306546300132973,0.244857655648957,0.370152916784718,3324,0.000300842358604091
"232",55,"Species vs group Savanna","Species_GroupSpecies","fixed",0.171561273747523,-0.0387093365843612,0.393201708422566,3324,0.120938628158845
"233",55,"Species vs group Savanna","units","residual",0.724471035511603,0.655325372902183,0.800413483342414,3324,NA
"234",56,"High vs low rainfall savannas","(Intercept)","fixed",0.41804609118761,0.323638231704535,0.510804985897266,3167,0.000315756236185665
"235",56,"High vs low rainfall savannas","low_highlow","fixed",-0.164521556999415,-0.279280663584359,-0.0412486483110115,3167,0.00442058730659931
"236",56,"High vs low rainfall savannas","units","residual",0.719553911652445,0.650110114620705,0.79088956057695,3167,NA
