"","variable","Plot.ID","estimate"
"500","map","s549",1.52651531913064
"501","map","s55",0.0137845060879185
"502","map","s550",1.43712130459873
"503","map","s551",1.65075751217929
"504","map","s552",1.02377450185664
"505","map","s553",1.34607837901396
"506","map","s554",1.35245106079999
"507","map","s555",1.41041670687058
"508","map","s556",1.39938729230095
"509","map","s557",1.37879899950588
"510","map","s558",1.41544112878687
"511","map","s559",1.40024510551901
"512","map","s56",0.0137845060879185
"513","map","s560",1.29803924420301
"514","map","s561",1.35870097805472
"515","map","s562",1.24399504240821
"516","map","s563",1.04289214611053
"517","map","s564",1.2149509528104
"518","map","s565",1.33394608918358
"519","map","s566",1.16041666619918
"520","map","s567",1.14522056299097
"521","map","s568",1.18345589918249
"522","map","s569",1.0645833309959
"523","map","s57",0.860342540288632
"524","map","s570",1.04509800321916
"525","map","s571",1.05784314379973
"526","map","s572",1.36446079366347
"527","map","s573",1.32328432307524
"528","map","s574",1.3270833604476
"529","map","s575",1.33210778236389
"530","map","s576",-2.01590904322514
"531","map","s577",-2.13712118322175
"532","map","s578",-2.42878791202171
"533","map","s579",-2.11060598113297
"534","map","s58",0.836956455773517
"535","map","s580",-2.25757570700187
"536","map","s581",-2.37651506337226
"537","map","s582",-2.03712121356594
"538","map","s583",-2.18484846895367
"539","map","s584",-2.34393938237945
"540","map","s585",-2.13333345326486
"541","map","s586",-2.01060599847251
"542","map","s587",-2.04469695524713
"543","map","s588",-2.33257582837859
"544","map","s589",-2.16666659008349
"545","map","s59",0.232498895554321
"546","map","s590",-2.39848471988305
"547","map","s591",-2.06893932602599
"548","map","s592",-2.21287865638709
"549","map","s593",-2.42878795537055
"550","map","s594",-2.22651518474901
"551","map","s595",-2.34090911691813
"552","map","s596",-2.31439394950841
"553","map","s597",-2.35000006935787
"554","map","s598",-2.12727267958877
"555","map","s599",-2.36060607650037
"556","map","s6",0.099415133292216
"557","map","s60",-0.228571646555034
"558","map","s600",-2.42575761188134
"559","map","s601",-2.27045446309152
"560","map","s602",-2.36742419329531
"561","map","s603",-2.39924233609954
"562","map","s604",-2.43560593778411
"563","map","s605",-2.37196972586866
"564","map","s606",-2.52878787300776
"565","map","s607",-2.36893954277013
"566","map","s608",-2.46136364503314
"567","map","s609",-2.21893939104922
"568","map","s61",0.0956410452035749
"569","map","s610",-2.48257580236928
"570","map","s611",-2.50227276195152
"571","map","s612",-2.16136362335874
"572","map","s613",-2.13484847762344
"573","map","s614",-2.29621209664752
"574","map","s615",-2.27121219201496
"575","map","s616",-2.04696969118962
"576","map","s617",-0.214743619436708
"577","map","s618",-0.346611719865025
"578","map","s619",-0.371337125589514
"579","map","s62",-0.00848381990414862
"580","map","s620",-0.362637352157385
"581","map","s621",-0.340201435508269
"582","map","s622",-0.398809480143076
"583","map","s623",-0.415293028066403
"584","map","s624",-0.403388269654955
"585","map","s625",-0.461996240930198
"586","map","s626",-0.385531268276966
"587","map","s627",-0.398351580232013
"588","map","s628",-0.27335156451211
"589","map","s629",-0.393772916479381
"590","map","s63",0.120553382300579
"591","map","s630",-0.385531184437471
"592","map","s631",-0.416666659680001
"593","map","s632",-0.434523713457675
"594","map","s633",-0.445970661037528
"595","map","s634",-0.451007460499808
"596","map","s635",-0.273809522062827
"597","map","s636",-0.261904810811096
"598","map","s637",-0.244505499745426
"599","map","s638",-0.272435932368983
"600","map","s639",-0.229853472866816
"601","map","s64",-4.30707036798646
"602","map","s640",-0.304487107874234
"603","map","s641",-0.305860734247861
"604","map","s642",-0.702328600602984
"605","map","s643",1.9849817380801
"606","map","s644",2.5095238821848
"607","map","s645",2.25897441486744
"608","map","s646",2.37930381691071
"609","map","s647",2.40531116527523
"610","map","s648",2.1793040516613
"611","map","s649",2.08406582507465
"612","map","s65",3.57930388398221
"613","map","s650",2.18919410286375
"614","map","s651",2.3230767218622
"615","map","s652",2.4210622682677
"616","map","s653",2.25347969139023
"617","map","s654",2.04651999840376
"618","map","s655",2.24688656146716
"619","map","s656",2.24505503727847
"620","map","s657",2.28498156201715
"621","map","s658",2.15567779541024
"622","map","s659",2.37032969548161
"623","map","s66",0.222201903894125
"624","map","s660",2.3708792047187
"625","map","s661",2.19670334700707
"626","map","s662",2.20860793564353
"627","map","s663",2.4276556077895
"628","map","s664",3.93618854442712
"629","map","s665",4.12121232573007
"630","map","s666",3.97727232713001
"631","map","s667",4.25524491530238
"632","map","s668",0.315384539929093
"633","map","s669",0.316300419398742
"634","map","s67",0.188166355570021
"635","map","s670",0.318314931680895
"636","map","s671",0.295970614925872
"637","map","s672",0.273260003393846
"638","map","s673",0.269230710543142
"639","map","s674",0.334432321066412
"640","map","s675",0.29798557155737
"641","map","s676",0.327839006696455
"642","map","s677",0.539560447944392
"643","map","s678",0.685897386991065
"644","map","s679",0.707875438312911
"645","map","s68",0.375905658887775
"646","map","s680",0.714102512401544
"647","map","s681",0.667216139573321
"648","map","s682",0.694322334541072
"649","map","s683",0.718315086783945
"650","map","s684",0.737179435478466
"651","map","s685",0.71575087662582
"652","map","s686",0.563553063948079
"653","map","s687",0.535714294098239
"654","map","s688",0.547069601960237
"655","map","s689",0.547619104909375
"656","map","s69",-0.266666793823249
"657","map","s690",0.563919446756554
"658","map","s691",0.612454217344853
"659","map","s692",0.611172118553753
"660","map","s693",0.0265151526961304
"661","map","s694",-0.00582751735940382
"662","map","s695",0.000874128375027631
"663","map","s696",0.00961537086047291
"664","map","s697",-0.0122377639050159
"665","map","s698",-0.0134032702112449
"666","map","s699",-0.0282633904810453
"667","map","s7",0.099415133292216
"668","map","s70",-0.822669286107914
"669","map","s700",-0.0370046688126384
"670","map","s701",-0.0128204897566971
"671","map","s702",-0.0437062820354327
"672","map","s703",-0.0116550263824734
"673","map","s704",0.0160256409561742
"674","map","s705",-0.0428321836711363
"675","map","s706",-0.00262239346134458
"676","map","s707",-0.0629370579352445
"677","map","s708",-0.0230186519088935
"678","map","s709",-0.0655594163840919
"679","map","s71",1.74067591953954
"680","map","s710",-0.0515734124016496
"681","map","s711",-0.0789626845112618
"682","map","s712",-0.0856643665086508
"683","map","s713",-0.0655594413930253
"684","map","s714",-0.0868298282155983
"685","map","s715",0.0168997709984586
"686","map","s716",-5.83541606578177e-09
"687","map","s717",0.00378789059766064
"688","map","s718",-0.00932399834786099
"689","map","s719",0.00087413837860195
"690","map","s72",1.74067591953954
"691","map","s720",-0.301838196025175
"692","map","s721",-0.341789380241841
"693","map","s722",-0.474264644174017
"694","map","s723",-0.384068707858814
"695","map","s724",-0.488848057915182
"696","map","s725",-0.545220661163339
"697","map","s726",-0.253063903135412
"698","map","s727",-0.521078524870041
"699","map","s728",-0.505637084736547
"700","map","s729",-0.698284227707808
"701","map","s73",3.96363673354639
"702","map","s730",-0.624509822621067
"703","map","s731",-0.643014677833109
"704","map","s732",-0.575490244697121
"705","map","s733",-0.716911792755126
"706","map","s734",-0.385073274046502
"707","map","s735",-0.300824280623546
"708","map","s736",-0.378663115448995
"709","map","s737",-0.278846447284409
"710","map","s738",-0.333333507998945
"711","map","s739",-0.247252537654
"712","map","s74",2.24388125226249
"713","map","s740",-0.505494715093257
"714","map","s741",-0.444139166192694
"715","map","s742",-0.42765573354868
"716","map","s743",-0.447802239721943
"717","map","s744",-0.427655356270925
"718","map","s745",-0.0413691248212411
"719","map","s746",-0.0833333424159335
"720","map","s747",-0.0663689749581384
"721","map","s748",-0.149107183728887
"722","map","s749",-0.19285722460064
"723","map","s75",2.24388125226249
"724","map","s750",1.90750909323232
"725","map","s751",1.41098889361382
"726","map","s752",1.81153841961883
"727","map","s753",1.66428574782162
"728","map","s754",1.73406597598579
"729","map","s755",1.66813190166778
"730","map","s756",1.61831495683281
"731","map","s757",2.15384598616712
"732","map","s758",1.77106245271449
"733","map","s759",2.038461454622
"734","map","s76",-0.963643672419374
"735","map","s760",2.10256408859081
"736","map","s761",2.0169413220751
"737","map","s762",1.88415732750523
"738","map","s763",1.79853481250802
"739","map","s764",1.8054029862959
"740","map","s765",1.84798519427956
"741","map","s766",1.74954219440834
"742","map","s767",-0.0399508756749789
"743","map","s768",-0.0615196789012215
"744","map","s769",-0.0512254827162796
"745","map","s77",-2.46161600748689
"746","map","s770",-0.0522059104021853
"747","map","s771",-0.0888479849871475
"748","map","s772",-0.0633579141953395
"749","map","s773",-0.0640932588016255
"750","map","s774",-0.0269607992733221
"751","map","s775",-0.00845587674309218
"752","map","s776",-0.0208333576426779
"753","map","s78",-1.26428576878147
"754","map","s79",-1.26428576878147
"755","map","s8",0.0823013612729412
"756","map","s80",-1.26428576878147
"757","map","s81",-1.26428576878147
"758","map","s82",-0.306985350216128
"759","map","s83",-0.259287915854733
"760","map","s84",-0.259287915854733
"761","map","s85",-0.555024587406829
"762","map","s86",-0.472321503503096
"763","map","s87",-0.241290722036712
"764","map","s88",-0.346847793330292
"765","map","s89",0.979173821343319
"766","map","s9",1.54538447453425
"767","map","s90",-0.507761441025069
"768","map","s91",0.77917372419765
"769","map","s92",1.05425373596502
"770","map","s93",0.901091656396762
"771","map","s94",-0.0759803687824882
"772","map","s95",-1.0404154589763
"773","map","s96",-1.0828142023989
"774","map","s97",0.261253300922357
"775","map","s98",0.318186943894354
"776","map","s99",-0.49599557776872
"777","map","t1",0.686171200617997
"778","map","t10",-0.126608176816974
"779","map","t100",0.0587029703201775
"780","map","t101",0.0587029703201775
"781","map","t102",0.0587029703201775
"782","map","t103",0.0587029703201775
"783","map","t104",0.0587029703201775
"784","map","t105",-0.705050589821442
"785","map","t106",-0.777406399262815
"786","map","t107",-0.777406399262815
"787","map","t108",-0.777406399262815
"788","map","t109",-0.777406399262815
"789","map","t11",0.206385285513743
"790","map","t110",-0.777406399262815
"791","map","t111",-0.777406399262815
"792","map","t112",-0.777406399262815
"793","map","t113",-0.777406399262815
"794","map","t114",-0.336296428333616
"795","map","t115",0.539598978372442
"796","map","t116",0.448621511817868
"797","map","t117",0.700689292850342
"798","map","t118",0.651190406397759
"799","map","t119",0.472807048137916
"800","map","t12",0.237013013022288
"801","map","t120",-0.0498366052029276
"802","map","t121",0.035221670178944
"803","map","t122",-0.0402476691609117
"804","map","t123",-0.0402476691609117
"805","map","t124",-0.161643608285505
"806","map","t125",-0.131766910839797
"807","map","t126",-0.103096179811379
"808","map","t127",-0.103096179811379
"809","map","t128",-0.134398500542891
"810","map","t129",-0.156455863605846
"811","map","t13",0.13430733247237
"812","map","t130",-0.867559576034603
"813","map","t131",-0.861309579440584
"814","map","t132",-0.617857149669145
"815","map","t133",-0.220695981874567
"816","map","t134",-0.200000023055859
"817","map","t135",0.140726808677044
"818","map","t136",1.26785708609081
"819","map","t137",0.0452381280752331
"820","map","t138",0.0452381280752331
"821","map","t139",0.0452381280752331
"822","map","t14",0.173268391250018
"823","map","t140",0.0452381280752331
"824","map","t141",0.943504793503707
"825","map","t142",0.269104073910578
"826","map","t143",0.0963370071662664
"827","map","t144",0.777489201434235
"828","map","t145",0.831168828691743
"829","map","t146",-0.554761920656464
"830","map","t147",-0.515909142927658
"831","map","t148",-0.677272675254085
"832","map","t149",0.307142797693036
"833","map","t15",0.0178571292332233
"834","map","t150",0.90567764869102
"835","map","t151",0.646886519547343
"836","map","t152",0.0340909264304343
"837","map","t153",0.0340909264304343
"838","map","t154",0.0340909264304343
"839","map","t155",0.0340909264304343
"840","map","t156",0.0340909264304343
"841","map","t157",0.0340909264304343
"842","map","t158",0.146320402467401
"843","map","t159",0.146320402467401
"844","map","t16",0.00779219912244079
"845","map","t160",0.146320402467401
"846","map","t161",0.342230551583428
"847","map","t162",0.315288302772927
"848","map","t163",0.896103886195575
"849","map","t164",0.802922038288846
"850","map","t165",0.757251060783075
